Product,Description,Price,Variant,Variant ID,SKU,Inventory Management,Handle,Availability,Product URL,Scraped at,Hollistic Description
Striped Polo T-Shirt,"Introducing our stylish Striped Polo T-Shirt, perfect for your little one's wardrobe. Made with soft and comfortable fabric, this polo comes in a beautiful baby blue color. Available in sizes 6-9M to 24-36M, this versatile piece is perfect for any occasion. The classic stripes add a touch of sophistication to this must-have polo. Order now and dress your little one in style!",429.0,"Baby Blue / 6-9M, Baby Blue / 9-12M, Baby Blue / 12-18M, Baby Blue / 18-24M, Baby Blue / 24-36M","42974101799121, 42974101831889, 42974101864657, 42974101897425, 42974101930193",446-S26-62021/L,shopify,striped-polo-t-shirt-3,True,https://www.ninoskids.com/en/products/striped-polo-t-shirt-3,2026/02/23 02:28:58 PM,"Striped Polo T-Shirt - Baby Blue / 6-9M, Baby Blue / 9-12M, Baby Blue / 12-18M, Baby Blue / 18-24M, Baby Blue / 24-36M: Introducing our stylish Striped Polo T-Shirt, perfect for your little one's wardrobe. Made with soft and comfortable fabric, this polo comes in a beautiful baby blue color. Available in sizes 6-9M to 24-36M, this versatile piece is perfect for any occasion. The classic stripes add a touch of sophistication to this must-have polo. Order now and dress your little one in style!"
Striped Pullover,"""Stay cozy and stylish with our Striped Pullover, a must-have in your little one's wardrobe. Crafted with soft knit fabric, this pullover features a classic navy and off-white stripe pattern. Available in sizes 6-36 months, it's the perfect addition to any knitwear collection. Bundle up your little bundle of joy in this adorable pullover for a comfortable and fashionable look.""",649.0,"Navy / 6-9M, Off-White / 6-9M, Navy / 9-12M, Off-White / 9-12M, Navy / 12-18M, Off-White / 12-18M, Navy / 18-24M, Off-White / 18-24M, Navy / 24-36M, Off-White / 24-36M","42801661444305, 42801661477073, 42801661509841, 42801661542609, 42801661575377, 42801661608145, 42801661640913, 42801661673681, 42801661706449, 42801661739217",446-W25-61769,shopify,striped-pullover-62,True,https://www.ninoskids.com/en/products/striped-pullover-62,2026/02/23 02:29:19 PM,"Striped Pullover - Navy / 6-9M, Off-White / 6-9M, Navy / 9-12M, Off-White / 9-12M, Navy / 12-18M, Off-White / 12-18M, Navy / 18-24M, Off-White / 18-24M, Navy / 24-36M, Off-White / 24-36M: ""Stay cozy and stylish with our Striped Pullover, a must-have in your little one's wardrobe. Crafted with soft knit fabric, this pullover features a classic navy and off-white stripe pattern. Available in sizes 6-36 months, it's the perfect addition to any knitwear collection. Bundle up your little bundle of joy in this adorable pullover for a comfortable and fashionable look."""
Striped Pullover,"Elevate your little one's wardrobe with our Striped Pullover from our Knitwear collection. Featuring a classic design with a modern twist, this pullover comes in off-white and simon colors, adding a touch of sophistication to any outfit. Available in sizes 2, 3, and 9-24 months, it's the perfect addition to your child's winter wardrobe. Stay cozy and stylish with this versatile pullover.",799.0,"Off-White / 9-12M, Simon / 9-12M, Off-White / 12-18M, Simon / 12-18M, Off-White / 18-24M, Simon / 18-24M, Off-White / 2, Simon / 2, Off-White / 3, Simon / 3","42882473853137, 42882473885905, 42882473918673, 42882473951441, 42882473984209, 42882474016977, 42882474049745, 42882474082513, 42882474115281, 42882474148049",446-W25-55531S,shopify,striped-pullover-75,True,https://www.ninoskids.com/en/products/striped-pullover-75,2026/02/23 02:29:15 PM,"Striped Pullover - Off-White / 9-12M, Simon / 9-12M, Off-White / 12-18M, Simon / 12-18M, Off-White / 18-24M, Simon / 18-24M, Off-White / 2, Simon / 2, Off-White / 3, Simon / 3: Elevate your little one's wardrobe with our Striped Pullover from our Knitwear collection. Featuring a classic design with a modern twist, this pullover comes in off-white and simon colors, adding a touch of sophistication to any outfit. Available in sizes 2, 3, and 9-24 months, it's the perfect addition to your child's winter wardrobe. Stay cozy and stylish with this versatile pullover."
Striped Pullover,"Introduce your little one to the world of fashion with our Striped Pullover from our Knitwear collection. Made with soft and comfortable fabric, this pullover features a timeless beige color and classic stripes. Available in sizes 6-9M to 24-36M, this versatile piece will keep your little one cozy and stylish all day long. Perfect for any occasion, this pullover is a must-have in your little one's wardrobe.",649.0,"Beige / 6-9M, Beige / 9-12M, Beige / 12-18M, Beige / 18-24M, Beige / 24-36M","42801660657873, 42801660690641, 42801660723409, 42801660756177, 42801660788945",446-W25-62049/B,shopify,striped-pullover-60,True,https://www.ninoskids.com/en/products/striped-pullover-60,2026/02/23 02:29:11 PM,"Striped Pullover - Beige / 6-9M, Beige / 9-12M, Beige / 12-18M, Beige / 18-24M, Beige / 24-36M: Introduce your little one to the world of fashion with our Striped Pullover from our Knitwear collection. Made with soft and comfortable fabric, this pullover features a timeless beige color and classic stripes. Available in sizes 6-9M to 24-36M, this versatile piece will keep your little one cozy and stylish all day long. Perfect for any occasion, this pullover is a must-have in your little one's wardrobe."
Striped Pullover,"Introduce your little one to the world of fashion with this adorable Striped Pullover. Made from soft and cozy knitwear material, this pullover features a classic navy color and stylish striped pattern. Available in sizes 6-36 months, it's the perfect addition to your baby's wardrobe for a touch of comfort and style.",649.0,"Navy / 6-9M, Navy / 9-12M, Navy / 12-18M, Navy / 18-24M, Navy / 24-36M","42801660330193, 42801660362961, 42801660395729, 42801660428497, 42801660461265",446-W25-62049/N,shopify,striped-pullover-57,True,https://www.ninoskids.com/en/products/striped-pullover-57,2026/02/23 02:29:07 PM,"Striped Pullover - Navy / 6-9M, Navy / 9-12M, Navy / 12-18M, Navy / 18-24M, Navy / 24-36M: Introduce your little one to the world of fashion with this adorable Striped Pullover. Made from soft and cozy knitwear material, this pullover features a classic navy color and stylish striped pattern. Available in sizes 6-36 months, it's the perfect addition to your baby's wardrobe for a touch of comfort and style."
Striped Pullover,"Introducing our must-have Striped Pullover from our Knitwear collection! This cozy and stylish pullover features classic stripes in two beautiful colors - white and yellow. Available in sizes 2, 3, 9-12 months, 12-18 months, and 18-24 months, this versatile piece is perfect for keeping your little one warm and fashionable. Don't miss out on this essential addition to your child's wardrobe!",799.0,"White / 9-12M, Yellow / 9-12M, White / 12-18M, Yellow / 12-18M, White / 18-24M, Yellow / 18-24M, White / 2, Yellow / 2, White / 3, Yellow / 3","42836715995345, 42836716028113, 42836716060881, 42836716093649, 42836716126417, 42836716159185, 42836716191953, 42836716224721, 42836716257489, 42836716290257",446-W25-30099A,shopify,striped-pullover-68,False,https://www.ninoskids.com/en/products/striped-pullover-68,2026/02/23 02:29:17 PM,"Striped Pullover - White / 9-12M, Yellow / 9-12M, White / 12-18M, Yellow / 12-18M, White / 18-24M, Yellow / 18-24M, White / 2, Yellow / 2, White / 3, Yellow / 3: Introducing our must-have Striped Pullover from our Knitwear collection! This cozy and stylish pullover features classic stripes in two beautiful colors - white and yellow. Available in sizes 2, 3, 9-12 months, 12-18 months, and 18-24 months, this versatile piece is perfect for keeping your little one warm and fashionable. Don't miss out on this essential addition to your child's wardrobe!"
Striped Pullover,"Introducing our stylish Striped Pullover, the perfect addition to your knitwear collection! This cozy sweater features a trendy striped design and is available in two vibrant colors - purple and fuscia. With sizes ranging from 2 to 6, you'll be sure to find the perfect fit. Stay warm and fashionable this season with our Striped Pullover.",472.5,"Fusica / 2, Purple / 2, Fusica / 3, Purple / 3, Fusica / 4, Purple / 4, Fusica / 5, Purple / 5, Fusica / 6, Purple / 6","42756564713681, 42756564746449, 42756564779217, 42756564811985, 42756564844753, 42756564877521, 42756564910289, 42756564943057, 42756564975825, 42756565008593",431-W25-12801,shopify,striped-pullover-43,True,https://www.ninoskids.com/en/products/striped-pullover-43,2026/02/23 02:29:09 PM,"Striped Pullover - Fusica / 2, Purple / 2, Fusica / 3, Purple / 3, Fusica / 4, Purple / 4, Fusica / 5, Purple / 5, Fusica / 6, Purple / 6: Introducing our stylish Striped Pullover, the perfect addition to your knitwear collection! This cozy sweater features a trendy striped design and is available in two vibrant colors - purple and fuscia. With sizes ranging from 2 to 6, you'll be sure to find the perfect fit. Stay warm and fashionable this season with our Striped Pullover."
Striped Pullover,"Stay cozy and stylish in our Striped Pullover, perfect for chilly days. This knitwear piece features a timeless grey color and classic stripes, making it a versatile addition to any wardrobe. Available in sizes 2, 4, 6, and 8, this pullover is a must-have for any fashion lover.",315.0,"Grey / 2, Grey / 4, Grey / 6, Grey / 8","42769144938705, 42769144971473, 42769145004241, 42769145037009",54837-W25-16505A/G,shopify,striped-pullover-56,True,https://www.ninoskids.com/en/products/striped-pullover-56,2026/02/23 02:29:12 PM,"Striped Pullover - Grey / 2, Grey / 4, Grey / 6, Grey / 8: Stay cozy and stylish in our Striped Pullover, perfect for chilly days. This knitwear piece features a timeless grey color and classic stripes, making it a versatile addition to any wardrobe. Available in sizes 2, 4, 6, and 8, this pullover is a must-have for any fashion lover."
Striped Pullover,"Stay cozy and stylish with our Striped Pullover Knitwear! This versatile piece features a classic olive color and a trendy striped design. Available in sizes 6-36 months, it's perfect for keeping your little one warm and fashionable all season long. Made with high-quality materials, this pullover is a must-have for any baby's wardrobe.",649.0,"Kashmir / 6-9M, Kashmir / 9-12M, Kashmir / 12-18M, Kashmir / 18-24M, Kashmir / 24-36M, Olive / 6-9M, Olive / 9-12M, Olive / 12-18M, Olive / 18-24M, Olive / 24-36M","42801661280465, 42801661313233, 42801661346001, 42801661378769, 42801661411537, 42801661116625, 42801661149393, 42801661182161, 42801661214929, 42801661247697","446-W25-62049/K, 446-W25-62049/O",shopify,striped-pullover-61,True,https://www.ninoskids.com/en/products/striped-pullover-61,2026/02/23 02:29:16 PM,"Striped Pullover - Kashmir / 6-9M, Kashmir / 9-12M, Kashmir / 12-18M, Kashmir / 18-24M, Kashmir / 24-36M, Olive / 6-9M, Olive / 9-12M, Olive / 12-18M, Olive / 18-24M, Olive / 24-36M: Stay cozy and stylish with our Striped Pullover Knitwear! This versatile piece features a classic olive color and a trendy striped design. Available in sizes 6-36 months, it's perfect for keeping your little one warm and fashionable all season long. Made with high-quality materials, this pullover is a must-have for any baby's wardrobe."
Striped Pullover,"Stay cozy and stylish with our Striped Pullover Knitwear. Featuring a classic striped design in bold red and neutral beige, this pullover is perfect for any occasion. Available in sizes 6-36 months, it's the perfect addition to your little one's wardrobe. Made with soft and comfortable fabric, they'll love wearing this pullover all day long.",649.0,"Red / 6-9M, Beige / 6-9M, Red / 9-12M, Beige / 9-12M, Red / 12-18M, Beige / 12-18M, Red / 18-24M, Beige / 18-24M, Red / 24-36M, Beige / 24-36M","42801659412689, 42801659445457, 42801659478225, 42801659510993, 42801659543761, 42801659576529, 42801659609297, 42801659642065, 42801659674833, 42801659707601",446-W25-62057,shopify,striped-pullover-58,True,https://www.ninoskids.com/en/products/striped-pullover-58,2026/02/23 02:29:06 PM,"Striped Pullover - Red / 6-9M, Beige / 6-9M, Red / 9-12M, Beige / 9-12M, Red / 12-18M, Beige / 12-18M, Red / 18-24M, Beige / 18-24M, Red / 24-36M, Beige / 24-36M: Stay cozy and stylish with our Striped Pullover Knitwear. Featuring a classic striped design in bold red and neutral beige, this pullover is perfect for any occasion. Available in sizes 6-36 months, it's the perfect addition to your little one's wardrobe. Made with soft and comfortable fabric, they'll love wearing this pullover all day long."
Striped Pullover,"Stay cozy and stylish with our Striped Pullover from our Knitwear collection. This versatile piece features a classic olive color and a fun striped pattern, perfect for any occasion. Available in sizes 2, 4, 6, and 8, this pullover is a must-have for your wardrobe. Pair it with your favorite jeans or leggings for a chic and comfortable look.",385.0,"Olive / 2, Olive / 4, Olive / 6, Olive / 8","42882455077073, 42882455109841, 42882455142609, 42882455175377",54837-W25-16665A/O,shopify,striped-pullover-74,True,https://www.ninoskids.com/en/products/striped-pullover-74,2026/02/23 02:29:18 PM,"Striped Pullover - Olive / 2, Olive / 4, Olive / 6, Olive / 8: Stay cozy and stylish with our Striped Pullover from our Knitwear collection. This versatile piece features a classic olive color and a fun striped pattern, perfect for any occasion. Available in sizes 2, 4, 6, and 8, this pullover is a must-have for your wardrobe. Pair it with your favorite jeans or leggings for a chic and comfortable look."
Striped Pullover,"Stay cozy and stylish with our Striped Pullover knitwear. Featuring a classic grey color and a trendy striped pattern, this pullover is perfect for any occasion. Available in sizes 2, 3, 9-12 months, 12-18 months, and 18-24 months, it's the perfect addition to your little one's wardrobe. Made with high-quality materials, it's both comfortable and durable.",594.3,"Grey / 9-12M, Grey / 12-18M, Grey / 18-24M, Grey / 2, Grey / 3","42834098421969, 42834098454737, 42834098487505, 42834098520273, 42834098553041",446-W25-55295S/G,shopify,striped-pullover-66,True,https://www.ninoskids.com/en/products/striped-pullover-66,2026/02/23 02:29:20 PM,"Striped Pullover - Grey / 9-12M, Grey / 12-18M, Grey / 18-24M, Grey / 2, Grey / 3: Stay cozy and stylish with our Striped Pullover knitwear. Featuring a classic grey color and a trendy striped pattern, this pullover is perfect for any occasion. Available in sizes 2, 3, 9-12 months, 12-18 months, and 18-24 months, it's the perfect addition to your little one's wardrobe. Made with high-quality materials, it's both comfortable and durable."
Striped Pullover,"Stay cozy and stylish with our Striped Pullover, perfect for the colder months. This knitwear piece features a classic striped design, available in a beautiful baby blue and off-white color combination. With sizes ranging from 4 to 10, this pullover is a must-have addition to your wardrobe. Made with high-quality materials, it will keep you warm and fashionable all season long.",559.3,"Off-White / 4, Baby Blue / 4, Off-White / 5, Baby Blue / 5, Off-White / 6, Baby Blue / 6, Off-White / 8, Baby Blue / 8, Off-White / 10, Baby Blue / 10","42836714291409, 42836714324177, 42836714356945, 42836714389713, 42836714422481, 42836714455249, 42836714488017, 42836714520785, 42836714553553, 42836714586321",446-W25-65506,shopify,striped-pullover-67,False,https://www.ninoskids.com/en/products/striped-pullover-67,2026/02/23 02:29:21 PM,"Striped Pullover - Off-White / 4, Baby Blue / 4, Off-White / 5, Baby Blue / 5, Off-White / 6, Baby Blue / 6, Off-White / 8, Baby Blue / 8, Off-White / 10, Baby Blue / 10: Stay cozy and stylish with our Striped Pullover, perfect for the colder months. This knitwear piece features a classic striped design, available in a beautiful baby blue and off-white color combination. With sizes ranging from 4 to 10, this pullover is a must-have addition to your wardrobe. Made with high-quality materials, it will keep you warm and fashionable all season long."
Striped Pullover,"Stay stylish and cozy with our Striped Pullover from our Knitwear collection. Made with soft and high-quality material, this pullover features a classic beige color and a trendy striped design. Available in sizes 2, 4, 6, and 8, this versatile piece is perfect for any occasion. Upgrade your wardrobe with this must-have knitwear essential.",315.0,"Biege / 2, Biege / 4, Biege / 6, Biege / 8","42834098061521, 42834098094289, 42834098127057, 42834098159825",54837-W25-16525A/BI,shopify,striped-pullover-65,True,https://www.ninoskids.com/en/products/striped-pullover-65,2026/02/23 02:29:22 PM,"Striped Pullover - Biege / 2, Biege / 4, Biege / 6, Biege / 8: Stay stylish and cozy with our Striped Pullover from our Knitwear collection. Made with soft and high-quality material, this pullover features a classic beige color and a trendy striped design. Available in sizes 2, 4, 6, and 8, this versatile piece is perfect for any occasion. Upgrade your wardrobe with this must-have knitwear essential."
Striped Shirt,"""Complete your little boy's wardrobe with this stylish Striped Shirt, perfect for any occasion. Featuring a classic off-white color and a sleek striped design, this shirt is sure to elevate any outfit. Available in sizes 9, 10, 11, and 12, this shirt offers a comfortable and stylish fit for all ages. Add this versatile piece to your child's collection today!""",525.0,"Off-White / 9, Off-White / 10, Off-White / 11, Off-White / 12","42105428902097, 42105428934865, 42105428967633, 42105429000401",393-S24-1503118,shopify,striped-shirt-41,False,https://www.ninoskids.com/en/products/striped-shirt-41,2026/02/23 02:29:30 PM,"Striped Shirt - Off-White / 9, Off-White / 10, Off-White / 11, Off-White / 12: ""Complete your little boy's wardrobe with this stylish Striped Shirt, perfect for any occasion. Featuring a classic off-white color and a sleek striped design, this shirt is sure to elevate any outfit. Available in sizes 9, 10, 11, and 12, this shirt offers a comfortable and stylish fit for all ages. Add this versatile piece to your child's collection today!"""
Striped Shirt,"""Update your little boy's wardrobe with our stylish Striped Shirt. Featuring classic white stripes, this shirt is perfect for any occasion. Available in sizes 4-14, it offers a comfortable and versatile fit. Made from high-quality fabric, this shirt is a must-have for any fashionable young man.""",400.0,"White / 4, White / 6, White / 8, White / 10, White / 12, White / 14","41936561766609, 41936561799377, 41936561832145, 41936561864913, 41936561897681, 41936561930449",376-S24-109-4,shopify,striped-shirt-32,False,https://www.ninoskids.com/en/products/striped-shirt-32,2026/02/23 02:29:31 PM,"Striped Shirt - White / 4, White / 6, White / 8, White / 10, White / 12, White / 14: ""Update your little boy's wardrobe with our stylish Striped Shirt. Featuring classic white stripes, this shirt is perfect for any occasion. Available in sizes 4-14, it offers a comfortable and versatile fit. Made from high-quality fabric, this shirt is a must-have for any fashionable young man."""
Striped Shirt,"Dress your little man in style with our Striped Shirt for boys. Featuring a classic off-white color and a timeless striped print, this shirt is perfect for any occasion. Made with high-quality materials, it comes in sizes 9 to 12 to ensure the perfect fit for your growing boy. Upgrade his wardrobe with this versatile and fashionable shirt today.",580.0,"Off-White / 9, Off-White / 10, Off-White / 11, Off-White / 12","41939807666385, 41939807699153, 41939807731921, 41939807764689",393-S24-1503147,shopify,striped-shirt-33,False,https://www.ninoskids.com/en/products/striped-shirt-33,2026/02/23 02:29:25 PM,"Striped Shirt - Off-White / 9, Off-White / 10, Off-White / 11, Off-White / 12: Dress your little man in style with our Striped Shirt for boys. Featuring a classic off-white color and a timeless striped print, this shirt is perfect for any occasion. Made with high-quality materials, it comes in sizes 9 to 12 to ensure the perfect fit for your growing boy. Upgrade his wardrobe with this versatile and fashionable shirt today."
Striped Shirt,"Dress your little man in style with our Striped Shirt for boys. This classic off-white shirt features a trendy striped design that will add a touch of sophistication to his outfit. Available in sizes 3 to 7, it's perfect for any occasion. Made with high-quality materials, it's comfortable and durable for all-day wear.",490.0,"Off-White / 3, Off-White / 4, Off-White / 5, Off-White / 6, Off-White / 7","42103009738961, 42103009771729, 42103009804497, 42103009837265, 42103009870033",393-S24-1503117,shopify,striped-shirt-40,False,https://www.ninoskids.com/en/products/striped-shirt-40,2026/02/23 02:29:27 PM,"Striped Shirt - Off-White / 3, Off-White / 4, Off-White / 5, Off-White / 6, Off-White / 7: Dress your little man in style with our Striped Shirt for boys. This classic off-white shirt features a trendy striped design that will add a touch of sophistication to his outfit. Available in sizes 3 to 7, it's perfect for any occasion. Made with high-quality materials, it's comfortable and durable for all-day wear."
Striped Shirt,"Introducing the perfect addition to your little boy's wardrobe - our Striped Shirt! Crafted from soft and breathable fabric, this shirt features classic white stripes for a timeless look. Available in sizes 3-7, it is perfect for any occasion and is sure to become a staple in his closet. Don't miss out on this must-have piece for your little guy!",530.0,"White / 3, White / 4, White / 5, White / 6, White / 7","41933796049105, 41933796081873, 41933796114641, 41933796147409, 41933796180177",393-S24-1503127,shopify,striped-shirt-25,False,https://www.ninoskids.com/en/products/striped-shirt-25,2026/02/23 02:29:28 PM,"Striped Shirt - White / 3, White / 4, White / 5, White / 6, White / 7: Introducing the perfect addition to your little boy's wardrobe - our Striped Shirt! Crafted from soft and breathable fabric, this shirt features classic white stripes for a timeless look. Available in sizes 3-7, it is perfect for any occasion and is sure to become a staple in his closet. Don't miss out on this must-have piece for your little guy!"
Striped Shirt,"This classic Striped Shirt for boys is a wardrobe essential. It features a timeless white and navy stripe design, perfect for any occasion. Made with high-quality materials, it is soft and comfortable for your little one to wear. Available in sizes 9, 10, 11, and 12, this shirt is a must-have addition to any young boy's wardrobe.",580.0,"White / 9, White / 10, White / 11, White / 12","41938722357457, 41938722390225, 41938722422993, 41938722455761",393-S24-1503128,shopify,striped-shirt-28,False,https://www.ninoskids.com/en/products/striped-shirt-28,2026/02/23 02:29:26 PM,"Striped Shirt - White / 9, White / 10, White / 11, White / 12: This classic Striped Shirt for boys is a wardrobe essential. It features a timeless white and navy stripe design, perfect for any occasion. Made with high-quality materials, it is soft and comfortable for your little one to wear. Available in sizes 9, 10, 11, and 12, this shirt is a must-have addition to any young boy's wardrobe."
Striped Shirt,"Upgrade your little boy's wardrobe with this stylish Striped Shirt. Featuring a classic grey color and eye-catching stripes, this shirt is perfect for any occasion. Available in sizes 9-12, it offers a comfortable and trendy fit for your growing boy. Add this versatile piece to his collection and watch him make a fashion statement effortlessly.",480.0,"Grey / 9, Grey / 10, Grey / 11, Grey / 12","41934020182225, 41934020214993, 41934020247761, 41934020280529",393-S24-1503120G,shopify,striped-shirt-30,False,https://www.ninoskids.com/en/products/striped-shirt-30,2026/02/23 02:29:28 PM,"Striped Shirt - Grey / 9, Grey / 10, Grey / 11, Grey / 12: Upgrade your little boy's wardrobe with this stylish Striped Shirt. Featuring a classic grey color and eye-catching stripes, this shirt is perfect for any occasion. Available in sizes 9-12, it offers a comfortable and trendy fit for your growing boy. Add this versatile piece to his collection and watch him make a fashion statement effortlessly."
Striped Short Set,"""Get your little one ready for a stylish day out with our adorable Striped Short Set! This set features a vibrant red color with playful stripes, and is available in sizes 6M-24M. Perfect for any occasion, this set will keep your baby looking cute and comfortable. Add a touch of fun to their wardrobe with this must-have طقم خروج!""",600.0,"Red / 6M, Red / 12M, Red / 24M, Red / 18M","41927805042897, 41927805075665, 41927805108433, 41927805141201",54836-S24-85154R,shopify,striped-short-set-2,False,https://www.ninoskids.com/en/products/striped-short-set-2,2026/02/23 02:29:32 PM,"Striped Short Set - Red / 6M, Red / 12M, Red / 24M, Red / 18M: ""Get your little one ready for a stylish day out with our adorable Striped Short Set! This set features a vibrant red color with playful stripes, and is available in sizes 6M-24M. Perfect for any occasion, this set will keep your baby looking cute and comfortable. Add a touch of fun to their wardrobe with this must-have طقم خروج!"""
Striped Short Set,"Introduce your little one to the world in style with this adorable Striped Short Set! Featuring a mint and white striped pattern, this set is perfect for any occasion. Made with soft and comfortable fabric, it includes a short-sleeved top and matching shorts. Available in sizes 6 months to 24 months, this set is a must-have for your little fashionista's wardrobe. Upgrade their wardrobe with this cute and trendy طقم خروج today!",560.0,"Mint / 6M, Mint / 12M, Mint / 24M, Mint / 18M","41927804715217, 41927804747985, 41927804780753, 41927804813521",54836-S24-85138M,shopify,striped-short-set,False,https://www.ninoskids.com/en/products/striped-short-set,2026/02/23 02:29:29 PM,"Striped Short Set - Mint / 6M, Mint / 12M, Mint / 24M, Mint / 18M: Introduce your little one to the world in style with this adorable Striped Short Set! Featuring a mint and white striped pattern, this set is perfect for any occasion. Made with soft and comfortable fabric, it includes a short-sleeved top and matching shorts. Available in sizes 6 months to 24 months, this set is a must-have for your little fashionista's wardrobe. Upgrade their wardrobe with this cute and trendy طقم خروج today!"
Striped Sleepsuit,"""Give your little one a stylish and cozy sleep with our Striped Sleepsuit. Crafted from soft fabric, this sleepsuit features a red and white striped design that adds a pop of color to their bedtime wardrobe. Available in sizes NB, 3 Months, 6 Months, and 9 Months, it's perfect for newborns and growing babies. Shop now and make bedtime a dream!""",235.0,"Red / NB, Red / 3M, Red / 6M, Red / 9M","41954657501393, 41954657534161, 41954657566929, 41954657599697",54836-S24-31603R,shopify,striped-sleepsuit,False,https://www.ninoskids.com/en/products/striped-sleepsuit,2026/02/23 02:29:38 PM,"Striped Sleepsuit - Red / NB, Red / 3M, Red / 6M, Red / 9M: ""Give your little one a stylish and cozy sleep with our Striped Sleepsuit. Crafted from soft fabric, this sleepsuit features a red and white striped design that adds a pop of color to their bedtime wardrobe. Available in sizes NB, 3 Months, 6 Months, and 9 Months, it's perfect for newborns and growing babies. Shop now and make bedtime a dream!"""
Striped Sleepsuit,"Introduce your little one to the world of style and comfort with our Striped Sleepsuit. Made from soft and cozy fabric, this sleepsuit features a playful yellow stripe design. Available in sizes NB, 3 months, 6 months, and 9 months, it's perfect for keeping your baby snug and stylish. Add it to your collection of rompers and sleepsuits today!",235.0,"Yellow / NB, Yellow / 3M, Yellow / 6M, Yellow / 9M","41954658123985, 41954658156753, 41954658189521, 41954658222289",54836-S24-31603Y,shopify,striped-sleepsuit-1,False,https://www.ninoskids.com/en/products/striped-sleepsuit-1,2026/02/23 02:29:37 PM,"Striped Sleepsuit - Yellow / NB, Yellow / 3M, Yellow / 6M, Yellow / 9M: Introduce your little one to the world of style and comfort with our Striped Sleepsuit. Made from soft and cozy fabric, this sleepsuit features a playful yellow stripe design. Available in sizes NB, 3 months, 6 months, and 9 months, it's perfect for keeping your baby snug and stylish. Add it to your collection of rompers and sleepsuits today!"
Striped Sweatshirt,"Stay cozy and stylish in our Striped Sweatshirt, perfect for any casual occasion. Available in classic Navy or Off-White, this sweatshirt features a trendy striped design. With sizes ranging from 4 to 14, there's a perfect fit for everyone. Add this versatile piece to your wardrobe for a comfortable and fashionable look.",725.0,"Off-White / 4, Navy / 4, Off-White / 6, Navy / 6, Off-White / 8, Navy / 8, Off-White / 10, Navy / 10, Off-White / 12, Navy / 12, Off-White / 14, Navy / 14","42846336811217, 42846336843985, 42846336876753, 42846336909521, 42846336942289, 42846336975057, 42846337007825, 42846337040593, 42846337073361, 42846337106129, 42846337138897, 42846337171665",376-W25-K13,shopify,striped-sweatshirt-3,True,https://www.ninoskids.com/en/products/striped-sweatshirt-3,2026/02/23 02:29:41 PM,"Striped Sweatshirt - Off-White / 4, Navy / 4, Off-White / 6, Navy / 6, Off-White / 8, Navy / 8, Off-White / 10, Navy / 10, Off-White / 12, Navy / 12, Off-White / 14, Navy / 14: Stay cozy and stylish in our Striped Sweatshirt, perfect for any casual occasion. Available in classic Navy or Off-White, this sweatshirt features a trendy striped design. With sizes ranging from 4 to 14, there's a perfect fit for everyone. Add this versatile piece to your wardrobe for a comfortable and fashionable look."
Striped Tank Top,"""Add a touch of chic to your summer wardrobe with our Striped Tank Top. Made from soft and breathable fabric, this T-Shirt is perfect for hot days. Featuring a stylish striped print, it comes in the color Piege and is available in sizes 6-16. Pair it with your favorite jeans or shorts for a casual yet trendy look.""",370.0,"Piege / 6, Piege / 8, Piege / 10, Piege / 12, Piege / 14, Piege / 16","41975167287505, 41975167320273, 41975167353041, 41975167385809, 41975167418577, 41975167451345",492-S24-24402P,shopify,striped-tank-top,False,https://www.ninoskids.com/en/products/striped-tank-top,2026/02/23 02:29:35 PM,"Striped Tank Top - Piege / 6, Piege / 8, Piege / 10, Piege / 12, Piege / 14, Piege / 16: ""Add a touch of chic to your summer wardrobe with our Striped Tank Top. Made from soft and breathable fabric, this T-Shirt is perfect for hot days. Featuring a stylish striped print, it comes in the color Piege and is available in sizes 6-16. Pair it with your favorite jeans or shorts for a casual yet trendy look."""
Striped Tank Top,"Add a pop of style to your wardrobe with this Striped Tank Top. Featuring a chic white and black stripe design, this top is perfect for any casual occasion. Available in sizes 6 to 16, it offers a comfortable and flattering fit for all body types. Pair it with your favorite jeans for a stylish and effortless look.",370.0,"White / 6, White / 8, White / 10, White / 12, White / 14, White / 16","41975698129105, 41975698161873, 41975698194641, 41975698227409, 41975698260177, 41975698292945",492-S24-24402W,shopify,striped-tank-top-2,False,https://www.ninoskids.com/en/products/striped-tank-top-2,2026/02/23 02:29:36 PM,"Striped Tank Top - White / 6, White / 8, White / 10, White / 12, White / 14, White / 16: Add a pop of style to your wardrobe with this Striped Tank Top. Featuring a chic white and black stripe design, this top is perfect for any casual occasion. Available in sizes 6 to 16, it offers a comfortable and flattering fit for all body types. Pair it with your favorite jeans for a stylish and effortless look."
