Product,Variant,Price,Handle,Inventory Management,Variant ID,Availability,SKU,Product URL,Scraped at,Description,Hollistic Description
The Tribe Matching Family Hoodie,"Bundle #11385092, Bundle #11387846, Bundle #11388376, Bundle #11389722, Bundle #11400509, Bundle #11409631, Bundle #11411900, Bundle #11414047, Bundle #11415543, Bundle #11416718, Bundle #11421943, Bundle #11425069, Bundle #11430063, Bundle #11430499, Bundle #11430514, Bundle #11437819, Bundle #11448682, Bundle #11451005, Bundle #11460930, Bundle #11462377, Bundle #11463346, Bundle #11476687, Bundle #11486531, Bundle #11495969, Bundle #11516426, Bundle #12043614, Bundle #12395691",1648.0,the-tribe-matching-family-hoodie-3,shopify,"46191709225209, 46200019321081, 46202785235193, 46207798477049, 46244663525625, 46273460207865, 46275522560249, 46277158928633, 46278602948857, 46279198212345, 46283777671417, 46287228141817, 46291462652153, 46291577241849, 46291577864441, 46296191467769, 46304994066681, 46308967121145, 46315606573305, 46317490929913, 46318788083961, 46330885767417, 46337199898873, 46348832997625, 46365490151673, 46892745982201, 47401184133369",True,"BUNDLE-11385092, BUNDLE-11387846, BUNDLE-11388376, BUNDLE-11389722, BUNDLE-11400509, BUNDLE-11409631, BUNDLE-11411900, BUNDLE-11414047, BUNDLE-11415543, BUNDLE-11416718, BUNDLE-11421943, BUNDLE-11425069, BUNDLE-11430063, BUNDLE-11430499, BUNDLE-11430514, BUNDLE-11437819, BUNDLE-11448682, BUNDLE-11451005, BUNDLE-11460930, BUNDLE-11462377, BUNDLE-11463346, BUNDLE-11476687, BUNDLE-11486531, BUNDLE-11495969, BUNDLE-11516426, BUNDLE-12043614, BUNDLE-12395691",https://applemintandcocoa.com//products/the-tribe-matching-family-hoodie-3,2026/02/22 12:59:02 PM,This is a dummy product andmust not be deleted or altered. Dummy products are essential for the Bundle Builder app to function. Learn more here: https://support.kitenzo.com/en/articles/9561154-dummy-products,"The Tribe Matching Family Hoodie - Bundle #11385092, Bundle #11387846, Bundle #11388376, Bundle #11389722, Bundle #11400509, Bundle #11409631, Bundle #11411900, Bundle #11414047, Bundle #11415543, Bundle #11416718, Bundle #11421943, Bundle #11425069, Bundle #11430063, Bundle #11430499, Bundle #11430514, Bundle #11437819, Bundle #11448682, Bundle #11451005, Bundle #11460930, Bundle #11462377, Bundle #11463346, Bundle #11476687, Bundle #11486531, Bundle #11495969, Bundle #11516426, Bundle #12043614, Bundle #12395691: This is a dummy product andmust not be deleted or altered. Dummy products are essential for the Bundle Builder app to function. Learn more here: https://support.kitenzo.com/en/articles/9561154-dummy-products"
The Tribe Matching Family Hoodie,"Bundle #11724615, Bundle #11806129, Bundle #11900193",1749.0,the-tribe-matching-family-hoodie-4,shopify,"46526318706937, 46603567431929, 46703955378425",True,"BUNDLE-11724615, BUNDLE-11806129, BUNDLE-11900193",https://applemintandcocoa.com//products/the-tribe-matching-family-hoodie-4,2026/02/22 12:59:06 PM,This is a dummy product andmust not be deleted or altered. Dummy products are essential for the Bundle Builder app to function. Learn more here: https://support.kitenzo.com/en/articles/9561154-dummy-products,"The Tribe Matching Family Hoodie - Bundle #11724615, Bundle #11806129, Bundle #11900193: This is a dummy product andmust not be deleted or altered. Dummy products are essential for the Bundle Builder app to function. Learn more here: https://support.kitenzo.com/en/articles/9561154-dummy-products"
The Tribe Matching Family Hoodie,"Bundle #11432389, Bundle #11467923",1949.0,the-tribe-matching-family-hoodie-4,shopify,"46292792377593, 46322074222841",False,"BUNDLE-11432389, BUNDLE-11467923",https://applemintandcocoa.com//products/the-tribe-matching-family-hoodie-4,2026/02/22 12:59:06 PM,This is a dummy product andmust not be deleted or altered. Dummy products are essential for the Bundle Builder app to function. Learn more here: https://support.kitenzo.com/en/articles/9561154-dummy-products,"The Tribe Matching Family Hoodie - Bundle #11432389, Bundle #11467923: This is a dummy product andmust not be deleted or altered. Dummy products are essential for the Bundle Builder app to function. Learn more here: https://support.kitenzo.com/en/articles/9561154-dummy-products"
The Tribe Matching Family Hoodie,"Bundle #11400851, Bundle #11400853, Bundle #11402078",2047.0,the-tribe-matching-family-hoodie-3,shopify,"46246164136185, 46246178816249, 46253635469561",True,"BUNDLE-11400851, BUNDLE-11400853, BUNDLE-11402078",https://applemintandcocoa.com//products/the-tribe-matching-family-hoodie-3,2026/02/22 12:59:02 PM,This is a dummy product andmust not be deleted or altered. Dummy products are essential for the Bundle Builder app to function. Learn more here: https://support.kitenzo.com/en/articles/9561154-dummy-products,"The Tribe Matching Family Hoodie - Bundle #11400851, Bundle #11400853, Bundle #11402078: This is a dummy product andmust not be deleted or altered. Dummy products are essential for the Bundle Builder app to function. Learn more here: https://support.kitenzo.com/en/articles/9561154-dummy-products"
The Tribe Matching Family Hoodie,"Bundle #11385093, Bundle #11385095, Bundle #11385532, Bundle #11393409, Bundle #11393666, Bundle #11397824, Bundle #11401641, Bundle #11409333, Bundle #11411477, Bundle #11418974, Bundle #11418976, Bundle #11419207, Bundle #11421605, Bundle #11421728, Bundle #11423345, Bundle #11423468, Bundle #11428121, Bundle #11429046, Bundle #11431822, Bundle #11438865, Bundle #11460978, Bundle #11462379, Bundle #11518052, Bundle #11520704, Bundle #11546894",2098.0,the-tribe-matching-family-hoodie-3,shopify,"46191709290745, 46191709323513, 46193045340409, 46221046448377, 46221446971641, 46234785284345, 46251533533433, 46272321749241, 46275102277881, 46280763244793, 46280763900153, 46280945434873, 46283102486777, 46283456479481, 46285364887801, 46285548552441, 46290380521721, 46290942623993, 46292285686009, 46297274155257, 46315627577593, 46317493682425, 46367904596217, 46370090025209, 46388249886969",False,"BUNDLE-11385093, BUNDLE-11385095, BUNDLE-11385532, BUNDLE-11393409, BUNDLE-11393666, BUNDLE-11397824, BUNDLE-11401641, BUNDLE-11409333, BUNDLE-11411477, BUNDLE-11418974, BUNDLE-11418976, BUNDLE-11419207, BUNDLE-11421605, BUNDLE-11421728, BUNDLE-11423345, BUNDLE-11423468, BUNDLE-11428121, BUNDLE-11429046, BUNDLE-11431822, BUNDLE-11438865, BUNDLE-11460978, BUNDLE-11462379, BUNDLE-11518052, BUNDLE-11520704, BUNDLE-11546894",https://applemintandcocoa.com//products/the-tribe-matching-family-hoodie-3,2026/02/22 12:59:02 PM,This is a dummy product andmust not be deleted or altered. Dummy products are essential for the Bundle Builder app to function. Learn more here: https://support.kitenzo.com/en/articles/9561154-dummy-products,"The Tribe Matching Family Hoodie - Bundle #11385093, Bundle #11385095, Bundle #11385532, Bundle #11393409, Bundle #11393666, Bundle #11397824, Bundle #11401641, Bundle #11409333, Bundle #11411477, Bundle #11418974, Bundle #11418976, Bundle #11419207, Bundle #11421605, Bundle #11421728, Bundle #11423345, Bundle #11423468, Bundle #11428121, Bundle #11429046, Bundle #11431822, Bundle #11438865, Bundle #11460978, Bundle #11462379, Bundle #11518052, Bundle #11520704, Bundle #11546894: This is a dummy product andmust not be deleted or altered. Dummy products are essential for the Bundle Builder app to function. Learn more here: https://support.kitenzo.com/en/articles/9561154-dummy-products"
The Tribe Matching Family Hoodie,"Bundle #11382295, Bundle #11511894",2247.0,the-tribe-matching-family-hoodie-3,shopify,"46188931940601, 46362638385401",True,"BUNDLE-11382295, BUNDLE-11511894",https://applemintandcocoa.com//products/the-tribe-matching-family-hoodie-3,2026/02/22 12:59:02 PM,This is a dummy product andmust not be deleted or altered. Dummy products are essential for the Bundle Builder app to function. Learn more here: https://support.kitenzo.com/en/articles/9561154-dummy-products,"The Tribe Matching Family Hoodie - Bundle #11382295, Bundle #11511894: This is a dummy product andmust not be deleted or altered. Dummy products are essential for the Bundle Builder app to function. Learn more here: https://support.kitenzo.com/en/articles/9561154-dummy-products"
The Tribe Matching Family Hoodie,"Bundle #11397734, Bundle #11461196",2399.0,the-tribe-matching-family-hoodie-3,shopify,"46234522059001, 46315747999993",True,"BUNDLE-11397734, BUNDLE-11461196",https://applemintandcocoa.com//products/the-tribe-matching-family-hoodie-3,2026/02/22 12:59:02 PM,This is a dummy product andmust not be deleted or altered. Dummy products are essential for the Bundle Builder app to function. Learn more here: https://support.kitenzo.com/en/articles/9561154-dummy-products,"The Tribe Matching Family Hoodie - Bundle #11397734, Bundle #11461196: This is a dummy product andmust not be deleted or altered. Dummy products are essential for the Bundle Builder app to function. Learn more here: https://support.kitenzo.com/en/articles/9561154-dummy-products"
The Tribe Matching Family Hoodie,Bundle #11395747,2446.0,the-tribe-matching-family-hoodie-3,shopify,46227646611705,True,BUNDLE-11395747,https://applemintandcocoa.com//products/the-tribe-matching-family-hoodie-3,2026/02/22 12:59:02 PM,This is a dummy product andmust not be deleted or altered. Dummy products are essential for the Bundle Builder app to function. Learn more here: https://support.kitenzo.com/en/articles/9561154-dummy-products,The Tribe Matching Family Hoodie - Bundle #11395747: This is a dummy product andmust not be deleted or altered. Dummy products are essential for the Bundle Builder app to function. Learn more here: https://support.kitenzo.com/en/articles/9561154-dummy-products
The Tribe Matching Family Hoodie,Bundle #11913994,2448.0,the-tribe-matching-family-hoodie-4,shopify,46723862954233,True,BUNDLE-11913994,https://applemintandcocoa.com//products/the-tribe-matching-family-hoodie-4,2026/02/22 12:59:06 PM,This is a dummy product andmust not be deleted or altered. Dummy products are essential for the Bundle Builder app to function. Learn more here: https://support.kitenzo.com/en/articles/9561154-dummy-products,The Tribe Matching Family Hoodie - Bundle #11913994: This is a dummy product andmust not be deleted or altered. Dummy products are essential for the Bundle Builder app to function. Learn more here: https://support.kitenzo.com/en/articles/9561154-dummy-products
The Tribe Matching Family Hoodie,"Bundle #11379263, Bundle #11379533",2497.0,the-tribe-matching-family-hoodie-3,shopify,"46185389588729, 46185788637433",True,"BUNDLE-11379263, BUNDLE-11379533",https://applemintandcocoa.com//products/the-tribe-matching-family-hoodie-3,2026/02/22 12:59:02 PM,This is a dummy product andmust not be deleted or altered. Dummy products are essential for the Bundle Builder app to function. Learn more here: https://support.kitenzo.com/en/articles/9561154-dummy-products,"The Tribe Matching Family Hoodie - Bundle #11379263, Bundle #11379533: This is a dummy product andmust not be deleted or altered. Dummy products are essential for the Bundle Builder app to function. Learn more here: https://support.kitenzo.com/en/articles/9561154-dummy-products"
The Tribe Matching Family Hoodie,Bundle #11947035,2499.0,the-tribe-matching-family-hoodie-4,shopify,46767911993593,True,BUNDLE-11947035,https://applemintandcocoa.com//products/the-tribe-matching-family-hoodie-4,2026/02/22 12:59:06 PM,This is a dummy product andmust not be deleted or altered. Dummy products are essential for the Bundle Builder app to function. Learn more here: https://support.kitenzo.com/en/articles/9561154-dummy-products,The Tribe Matching Family Hoodie - Bundle #11947035: This is a dummy product andmust not be deleted or altered. Dummy products are essential for the Bundle Builder app to function. Learn more here: https://support.kitenzo.com/en/articles/9561154-dummy-products
The Tribe Matching Family Hoodie,"Bundle #11395147, Bundle #11400550, Bundle #11417820, Bundle #11429228, Bundle #11466625, Bundle #11469370",2548.0,the-tribe-matching-family-hoodie-3,shopify,"46226616516857, 46244832215289, 46279950696697, 46290972049657, 46321193582841, 46323906445561",False,"BUNDLE-11395147, BUNDLE-11400550, BUNDLE-11417820, BUNDLE-11429228, BUNDLE-11466625, BUNDLE-11469370",https://applemintandcocoa.com//products/the-tribe-matching-family-hoodie-3,2026/02/22 12:59:02 PM,This is a dummy product andmust not be deleted or altered. Dummy products are essential for the Bundle Builder app to function. Learn more here: https://support.kitenzo.com/en/articles/9561154-dummy-products,"The Tribe Matching Family Hoodie - Bundle #11395147, Bundle #11400550, Bundle #11417820, Bundle #11429228, Bundle #11466625, Bundle #11469370: This is a dummy product andmust not be deleted or altered. Dummy products are essential for the Bundle Builder app to function. Learn more here: https://support.kitenzo.com/en/articles/9561154-dummy-products"
The Tribe Matching Family Hoodie,Bundle #11428594,2697.0,the-tribe-matching-family-hoodie-3,shopify,46290773410041,True,BUNDLE-11428594,https://applemintandcocoa.com//products/the-tribe-matching-family-hoodie-3,2026/02/22 12:59:02 PM,This is a dummy product andmust not be deleted or altered. Dummy products are essential for the Bundle Builder app to function. Learn more here: https://support.kitenzo.com/en/articles/9561154-dummy-products,The Tribe Matching Family Hoodie - Bundle #11428594: This is a dummy product andmust not be deleted or altered. Dummy products are essential for the Bundle Builder app to function. Learn more here: https://support.kitenzo.com/en/articles/9561154-dummy-products
The Tribe Matching Family Hoodie,"Bundle #11583439, Bundle #11612309, Bundle #11908468, Bundle #11967376",2748.0,the-tribe-matching-family-hoodie-4,shopify,"46416875061497, 46443899584761, 46715920908537, 46794536845561",True,"BUNDLE-11583439, BUNDLE-11612309, BUNDLE-11908468, BUNDLE-11967376",https://applemintandcocoa.com//products/the-tribe-matching-family-hoodie-4,2026/02/22 12:59:06 PM,This is a dummy product andmust not be deleted or altered. Dummy products are essential for the Bundle Builder app to function. Learn more here: https://support.kitenzo.com/en/articles/9561154-dummy-products,"The Tribe Matching Family Hoodie - Bundle #11583439, Bundle #11612309, Bundle #11908468, Bundle #11967376: This is a dummy product andmust not be deleted or altered. Dummy products are essential for the Bundle Builder app to function. Learn more here: https://support.kitenzo.com/en/articles/9561154-dummy-products"
The Tribe Matching Family Hoodie,Bundle #11422075,2846.0,the-tribe-matching-family-hoodie-3,shopify,46283815354617,False,BUNDLE-11422075,https://applemintandcocoa.com//products/the-tribe-matching-family-hoodie-3,2026/02/22 12:59:02 PM,This is a dummy product andmust not be deleted or altered. Dummy products are essential for the Bundle Builder app to function. Learn more here: https://support.kitenzo.com/en/articles/9561154-dummy-products,The Tribe Matching Family Hoodie - Bundle #11422075: This is a dummy product andmust not be deleted or altered. Dummy products are essential for the Bundle Builder app to function. Learn more here: https://support.kitenzo.com/en/articles/9561154-dummy-products
The Tribe Matching Family Hoodie,Bundle #11379515,3147.0,the-tribe-matching-family-hoodie-3,shopify,46185767993593,True,BUNDLE-11379515,https://applemintandcocoa.com//products/the-tribe-matching-family-hoodie-3,2026/02/22 12:59:02 PM,This is a dummy product andmust not be deleted or altered. Dummy products are essential for the Bundle Builder app to function. Learn more here: https://support.kitenzo.com/en/articles/9561154-dummy-products,The Tribe Matching Family Hoodie - Bundle #11379515: This is a dummy product andmust not be deleted or altered. Dummy products are essential for the Bundle Builder app to function. Learn more here: https://support.kitenzo.com/en/articles/9561154-dummy-products
The Tribe Matching Family Hoodie,Bundle #11421658,3245.0,the-tribe-matching-family-hoodie-3,shopify,46283249254649,True,BUNDLE-11421658,https://applemintandcocoa.com//products/the-tribe-matching-family-hoodie-3,2026/02/22 12:59:02 PM,This is a dummy product andmust not be deleted or altered. Dummy products are essential for the Bundle Builder app to function. Learn more here: https://support.kitenzo.com/en/articles/9561154-dummy-products,The Tribe Matching Family Hoodie - Bundle #11421658: This is a dummy product andmust not be deleted or altered. Dummy products are essential for the Bundle Builder app to function. Learn more here: https://support.kitenzo.com/en/articles/9561154-dummy-products
The Tribe Matching Family Hoodie,Bundle #11810070,3948.0,the-tribe-matching-family-hoodie-4,shopify,46608062087417,True,BUNDLE-11810070,https://applemintandcocoa.com//products/the-tribe-matching-family-hoodie-4,2026/02/22 12:59:06 PM,This is a dummy product andmust not be deleted or altered. Dummy products are essential for the Bundle Builder app to function. Learn more here: https://support.kitenzo.com/en/articles/9561154-dummy-products,The Tribe Matching Family Hoodie - Bundle #11810070: This is a dummy product andmust not be deleted or altered. Dummy products are essential for the Bundle Builder app to function. Learn more here: https://support.kitenzo.com/en/articles/9561154-dummy-products
The Tribe Matching Family Hoodie,Bundle #11697422,4197.0,the-tribe-matching-family-hoodie-4,shopify,46505595339001,True,BUNDLE-11697422,https://applemintandcocoa.com//products/the-tribe-matching-family-hoodie-4,2026/02/22 12:59:06 PM,This is a dummy product andmust not be deleted or altered. Dummy products are essential for the Bundle Builder app to function. Learn more here: https://support.kitenzo.com/en/articles/9561154-dummy-products,The Tribe Matching Family Hoodie - Bundle #11697422: This is a dummy product andmust not be deleted or altered. Dummy products are essential for the Bundle Builder app to function. Learn more here: https://support.kitenzo.com/en/articles/9561154-dummy-products
The Tribe Matching Family Hoodie,Bundle #11908078,5496.0,the-tribe-matching-family-hoodie-4,shopify,46715401896185,True,BUNDLE-11908078,https://applemintandcocoa.com//products/the-tribe-matching-family-hoodie-4,2026/02/22 12:59:06 PM,This is a dummy product andmust not be deleted or altered. Dummy products are essential for the Bundle Builder app to function. Learn more here: https://support.kitenzo.com/en/articles/9561154-dummy-products,The Tribe Matching Family Hoodie - Bundle #11908078: This is a dummy product andmust not be deleted or altered. Dummy products are essential for the Bundle Builder app to function. Learn more here: https://support.kitenzo.com/en/articles/9561154-dummy-products
The Tribe in Mustard Adult Hoodie (HOODIE ONLY),"Small, Medium, Large, XLarge, XXLarge",599.0,the-mysterious-adult-hoodie-hoodie-only-copy,shopify,"45554808127737, 45554808160505, 45554808193273, 45554808226041, 45554808258809",False,nan,https://applemintandcocoa.com//products/the-mysterious-adult-hoodie-hoodie-only-copy,2026/02/22 12:58:49 PM,Get cozy and look extra fresh in our cotton hoodies! Key Features: Outer Layer: 100% Cotton Inner Layer: Cotton Blend of +/- 60% Cotton & +/- 40% Polyester for extra thickness and warmth Kangaroo pocket. Functional drawstring hood. Hood lined with our signature stripy lining,"The Tribe in Mustard Adult Hoodie (HOODIE ONLY) - Small, Medium, Large, XLarge, XXLarge: Get cozy and look extra fresh in our cotton hoodies! Key Features: Outer Layer: 100% Cotton Inner Layer: Cotton Blend of +/- 60% Cotton & +/- 40% Polyester for extra thickness and warmth Kangaroo pocket. Functional drawstring hood. Hood lined with our signature stripy lining"
The Tribe in Mustard Kids Hoodie (HOODIE ONLY),"2-3 Years, 3-4 Years, 4-5 Years, 5-6 Years, 6-7 Years, 8-9 Years, 10-11 Years, 12-13 Years, 14-15 Years",450.0,the-tribe-in-mustard-kids-hoodie-hoodie-only,shopify,"45553176019193, 45553176051961, 45553176084729, 45553176117497, 45553176150265, 45553176183033, 45553176215801, 45553176248569, 45553464836345",False,nan,https://applemintandcocoa.com//products/the-tribe-in-mustard-kids-hoodie-hoodie-only,2026/02/22 12:58:36 PM,Get cozy while looking extra fresh in our cotton hoodies! Key Features: Outer Layer: 100% Cotton Inner Layer: Cotton Blend of+/- 60% Cotton & +/- 40% Polyester for extra thickness and warmth Kangaroo pocket.Functional drawstring hood,"The Tribe in Mustard Kids Hoodie (HOODIE ONLY) - 2-3 Years, 3-4 Years, 4-5 Years, 5-6 Years, 6-7 Years, 8-9 Years, 10-11 Years, 12-13 Years, 14-15 Years: Get cozy while looking extra fresh in our cotton hoodies! Key Features: Outer Layer: 100% Cotton Inner Layer: Cotton Blend of+/- 60% Cotton & +/- 40% Polyester for extra thickness and warmth Kangaroo pocket.Functional drawstring hood"
The Tribe in Pink Cropped Girls Hoodie (HOODIE ONLY),"2-3 Years, 3-4 Years, 4-5 Years, 5-6 Years, 6-7 Years, 8-9 Years, 10-11 Years, 12-13 Years, 14-15 Years",450.0,the-tribe-in-pink-girls-hoodie-hoodie-only,shopify,"45554505023737, 45554505056505, 45554505089273, 45554505122041, 45554505154809, 45554505187577, 45554505220345, 45554505253113, 45554505285881",False,nan,https://applemintandcocoa.com//products/the-tribe-in-pink-girls-hoodie-hoodie-only,2026/02/22 12:58:38 PM,Get cozy and look extra fresh in our cotton hoodies! Key Features: Outer Layer: 100% Cotton Inner Layer: Cotton Blend of+/- 60% Cotton & +/- 40% Polyester for extra thickness and warmth Kangaroo pocket.Functional drawstring hood,"The Tribe in Pink Cropped Girls Hoodie (HOODIE ONLY) - 2-3 Years, 3-4 Years, 4-5 Years, 5-6 Years, 6-7 Years, 8-9 Years, 10-11 Years, 12-13 Years, 14-15 Years: Get cozy and look extra fresh in our cotton hoodies! Key Features: Outer Layer: 100% Cotton Inner Layer: Cotton Blend of+/- 60% Cotton & +/- 40% Polyester for extra thickness and warmth Kangaroo pocket.Functional drawstring hood"
The Tribe in Pink Women Hoodie (HOODIE ONLY),"Small, Medium, Large, XLarge, XXLarge",599.0,the-tribe-in-pink-women-hoodie-hoodie-only,shopify,"45555399459065, 45555399491833, 45555399524601, 45555399557369, 45555399590137",False,nan,https://applemintandcocoa.com//products/the-tribe-in-pink-women-hoodie-hoodie-only,2026/02/22 12:58:47 PM,Get cozy and look extra fresh in our cotton hoodies! Key Features: Outer Layer: 100% Cotton Inner Layer: Cotton Blend of +/- 60% Cotton & +/- 40% Polyester for extra thickness and warmth Kangaroo pocket. Functional drawstring hood. Hood lined with our signature stripy lining,"The Tribe in Pink Women Hoodie (HOODIE ONLY) - Small, Medium, Large, XLarge, XXLarge: Get cozy and look extra fresh in our cotton hoodies! Key Features: Outer Layer: 100% Cotton Inner Layer: Cotton Blend of +/- 60% Cotton & +/- 40% Polyester for extra thickness and warmth Kangaroo pocket. Functional drawstring hood. Hood lined with our signature stripy lining"
The Tricks in Blue Adult Hoodie (HOODIE ONLY),"Small, Medium, Large, XLarge, XXLarge",599.0,the-tricks-in-blue-adult-hoodie-hoodie-only,shopify,"45555093176569, 45555093209337, 45555093242105, 45555093274873, 45555093307641",True,nan,https://applemintandcocoa.com//products/the-tricks-in-blue-adult-hoodie-hoodie-only,2026/02/22 12:58:57 PM,Get cozy and look extra fresh in our cotton hoodies! Key Features: Outer Layer: 100% Cotton Inner Layer: Cotton Blend of +/- 60% Cotton & +/- 40% Polyester for extra thickness and warmth Kangaroo pocket. Functional drawstring hood. Hood lined with our signature stripy lining,"The Tricks in Blue Adult Hoodie (HOODIE ONLY) - Small, Medium, Large, XLarge, XXLarge: Get cozy and look extra fresh in our cotton hoodies! Key Features: Outer Layer: 100% Cotton Inner Layer: Cotton Blend of +/- 60% Cotton & +/- 40% Polyester for extra thickness and warmth Kangaroo pocket. Functional drawstring hood. Hood lined with our signature stripy lining"
The Tricks in Blue Baby Hoodie (HOODIE ONLY),12-24 M,349.0,the-tricks-in-blue-baby-hoodie-hoodie-only,shopify,45723499659513,False,nan,https://applemintandcocoa.com//products/the-tricks-in-blue-baby-hoodie-hoodie-only,2026/02/22 12:58:53 PM,Key Features: Outer Layer: 100% Cotton Inner Layer: Cotton Blend of+/- 60% Cotton & +/- 40% Polyester for extra thickness and warmth,The Tricks in Blue Baby Hoodie (HOODIE ONLY) - 12-24 M: Key Features: Outer Layer: 100% Cotton Inner Layer: Cotton Blend of+/- 60% Cotton & +/- 40% Polyester for extra thickness and warmth
The Tricks in Blue Kids Hoodie (HOODIE ONLY),"2-3 Years, 3-4 Years, 4-5 Years, 5-6 Years, 6-7 Years, 8-9 Years, 10-11 Years, 12-13 Years, 14-15 Years",450.0,the-tricks-in-blue-kids-hoodie-hoodie-only,shopify,"45554119704825, 45554119770361, 45554119868665, 45554119966969, 45554119999737, 45554120032505, 45554120098041, 45554120163577, 45554120294649",True,nan,https://applemintandcocoa.com//products/the-tricks-in-blue-kids-hoodie-hoodie-only,2026/02/22 12:59:03 PM,Get cozy while looking extra fresh in our cotton hoodies! Key Features: Outer Layer: 100% Cotton Inner Layer: Cotton Blend of+/- 60% Cotton & +/- 40% Polyester for extra thickness and warmth Kangaroo pocket.Functional drawstring hood,"The Tricks in Blue Kids Hoodie (HOODIE ONLY) - 2-3 Years, 3-4 Years, 4-5 Years, 5-6 Years, 6-7 Years, 8-9 Years, 10-11 Years, 12-13 Years, 14-15 Years: Get cozy while looking extra fresh in our cotton hoodies! Key Features: Outer Layer: 100% Cotton Inner Layer: Cotton Blend of+/- 60% Cotton & +/- 40% Polyester for extra thickness and warmth Kangaroo pocket.Functional drawstring hood"
The Tricks in Pink Baby Girls Hoodie (HOODIE ONLY),12-24 M,349.0,the-tricks-on-pink-baby-girls-hoodie-hoodie-only,shopify,45741655654649,True,nan,https://applemintandcocoa.com//products/the-tricks-on-pink-baby-girls-hoodie-hoodie-only,2026/02/22 12:59:05 PM,Key Features: Outer Layer: 100% Cotton Inner Layer: Cotton Blend of+/- 60% Cotton & +/- 40% Polyester for extra thickness and warmth,The Tricks in Pink Baby Girls Hoodie (HOODIE ONLY) - 12-24 M: Key Features: Outer Layer: 100% Cotton Inner Layer: Cotton Blend of+/- 60% Cotton & +/- 40% Polyester for extra thickness and warmth
The Tricks in Pink Girls Hoodie (HOODIE ONLY),"2-3 Years, 3-4 Years, 4-5 Years, 5-6 Years, 6-7 Years, 8-9 Years, 10-11 Years, 12-13 Years, 14-15 Years",450.0,the-tricks-in-pink-girls-hoodie-hoodie-only,shopify,"45554629869817, 45554629902585, 45554629935353, 45554629968121, 45554630000889, 45554630033657, 45554630066425, 45554630099193, 45554630131961",True,nan,https://applemintandcocoa.com//products/the-tricks-in-pink-girls-hoodie-hoodie-only,2026/02/22 12:58:55 PM,Get cozy and look extra fresh in our cotton hoodies! Key Features: Outer Layer: 100% Cotton Inner Layer: Cotton Blend of+/- 60% Cotton & +/- 40% Polyester for extra thickness and warmth Kangaroo pocket.Functional drawstring hood,"The Tricks in Pink Girls Hoodie (HOODIE ONLY) - 2-3 Years, 3-4 Years, 4-5 Years, 5-6 Years, 6-7 Years, 8-9 Years, 10-11 Years, 12-13 Years, 14-15 Years: Get cozy and look extra fresh in our cotton hoodies! Key Features: Outer Layer: 100% Cotton Inner Layer: Cotton Blend of+/- 60% Cotton & +/- 40% Polyester for extra thickness and warmth Kangaroo pocket.Functional drawstring hood"
The Tricks in Pink Women Hoodie (HOODIE ONLY),"Small, Medium, Large, XLarge, XXLarge",599.0,the-tribe-in-pink-cropped-women-hoodie-hoodie-only,shopify,"45555322749177, 45555322781945, 45555322814713, 45555322847481, 45555322880249",True,nan,https://applemintandcocoa.com//products/the-tribe-in-pink-cropped-women-hoodie-hoodie-only,2026/02/22 12:58:59 PM,Get cozy and look extra fresh in our cotton hoodies! Key Features: Outer Layer: 100% Cotton Inner Layer: Cotton Blend of +/- 60% Cotton & +/- 40% Polyester for extra thickness and warmth Kangaroo pocket. Functional drawstring hood. Hood lined with our signature stripy lining,"The Tricks in Pink Women Hoodie (HOODIE ONLY) - Small, Medium, Large, XLarge, XXLarge: Get cozy and look extra fresh in our cotton hoodies! Key Features: Outer Layer: 100% Cotton Inner Layer: Cotton Blend of +/- 60% Cotton & +/- 40% Polyester for extra thickness and warmth Kangaroo pocket. Functional drawstring hood. Hood lined with our signature stripy lining"
The Tsunami Oversized T-Shirt ONLY For Boys,"2-3 Years / T-shirt Only, 3-4 Years / T-shirt Only, 4-5 Years / T-shirt Only, 5-6 Years / T-shirt Only, 6-7 Years / T-shirt Only, 8-9 Years / T-shirt Only, 10-11 Years / T-shirt Only, 12-13 Years / T-shirt Only, 14-15 Years / T-shirt Only",299.0,the-tsunami-t-shirt-only-for-boys,shopify,"46356810334457, 46356810367225, 46356810399993, 46356810432761, 46356810465529, 46356810498297, 46356810531065, 46356810563833, 46356810596601",True,nan,https://applemintandcocoa.com//products/the-tsunami-t-shirt-only-for-boys,2026/02/22 12:59:00 PM,Size & Fit:Oversized Fit. Fabric:100% Cotton,"The Tsunami Oversized T-Shirt ONLY For Boys - 2-3 Years / T-shirt Only, 3-4 Years / T-shirt Only, 4-5 Years / T-shirt Only, 5-6 Years / T-shirt Only, 6-7 Years / T-shirt Only, 8-9 Years / T-shirt Only, 10-11 Years / T-shirt Only, 12-13 Years / T-shirt Only, 14-15 Years / T-shirt Only: Size & Fit:Oversized Fit. Fabric:100% Cotton"
The Twirls in Plum Baby Romper,"0-3, 3-6, 6-9, 9-12, 12-18, 18-24",749.0,the-twirls-in-plum-baby-romper,shopify,"46935002382585, 46935002415353, 46935002448121, 46935002480889, 46935002513657, 46935002546425",True,nan,https://applemintandcocoa.com//products/the-twirls-in-plum-baby-romper,2026/02/22 12:59:08 PM,Key Features: 100% Cotton Fleece brushed inside for extra warmth and comfort. Middle zipper.,"The Twirls in Plum Baby Romper - 0-3, 3-6, 6-9, 9-12, 12-18, 18-24: Key Features: 100% Cotton Fleece brushed inside for extra warmth and comfort. Middle zipper."
